"'10","'004","'11","'010","'0002","1","1","0","0"," "
"'10","'004","'11","'010","'0002","1","2","0","0","*"
"'10","'004","'11","'010","'0002","2","1","1","20"," "
"'10","'004","'11","'010","'0002","2","2","4","80","*"
"'10","'004","'11","'010","'0002","3","1","0","0"," "
"'10","'004","'11","'010","'0002","3","2","0","0","*"
"'10","'004","'11","'010","'0002","4","1","0","0"," "
"'10","'004","'11","'010","'0002","4","2","0","0","*"
"'10","'004","'11","'010","'0002","5","1","0","0"," "
"'10","'004","'11","'010","'0002","5","2","0","0","*"
"'10","'004","'11","'010","'0003","6","1","0","0"," "
"'10","'004","'11","'010","'0003","6","2","2","100","*"
"'10","'004","'11","'010","'0003","7","1","0","0"," "
"'10","'004","'11","'010","'0003","7","2","0","0","*"
"'10","'004","'11","'010","'0003","8","1","0","0"," "
"'10","'004","'11","'010","'0003","8","2","0","0","*"
"'10","'004","'11","'010","'0003","9","1","0","0"," "
"'10","'004","'11","'010","'0003","9","2","0","0","*"
"'10","'004","'11","'010","'0003","10","1","0","0"," "
"'10","'004","'11","'010","'0003","10","2","0","0","*"
"'10","'004","'11","'010","'0003","11","1","0","0"," "
"'10","'004","'11","'010","'0003","11","2","0","0","*"
"'10","'004","'11","'010","'0004","12","1","0","0"," "
"'10","'004","'11","'010","'0004","12","2","0","0","*"
"'10","'004","'11","'010","'0004","13","1","0","0"," "
"'10","'004","'11","'010","'0004","13","2","0","0","*"
"'10","'004","'11","'010","'0004","14","1","0","0"," "
"'10","'004","'11","'010","'0004","14","2","0","0","*"
"'10","'004","'11","'010","'0004","15","1","0","0"," "
"'10","'004","'11","'010","'0004","15","2","3","100","*"
"'10","'004","'11","'010","'0005","16","1","0","0"," "
"'10","'004","'11","'010","'0005","16","2","2","100","*"
"'10","'004","'11","'010","'0005","17","1","0","0"," "
"'10","'004","'11","'010","'0005","17","2","0","0","*"
"'10","'004","'11","'010","'0006","18","1","0","0"," "
"'10","'004","'11","'010","'0006","18","2","4","100","*"
"'10","'004","'11","'010","'0006","19","1","0","0"," "
"'10","'004","'11","'010","'0006","19","2","0","0","*"
"'10","'004","'11","'010","'0027","20","1","0","0"," "
"'10","'004","'11","'010","'0027","20","2","5","100","*"
"'10","'004","'11","'010","'0027","21","1","0","0"," "
"'10","'004","'11","'010","'0027","21","2","0","0","*"
"'10","'004","'11","'010","'0027","22","1","0","0"," "
"'10","'004","'11","'010","'0027","22","2","0","0","*"
