"'10","'004","'11","'010","'0002","1","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0002","2","5","0","5","9","0","2","1","2","0","1","0","0","55.56","50"
"'10","'004","'11","'010","'0002","3","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0002","4","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0002","5","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0003","6","2","0","2","9","0","2","1","2","0","1","0","0","22.22","50"
"'10","'004","'11","'010","'0003","7","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0003","8","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0003","9","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0003","10","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0003","11","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0004","12","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0004","13","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0004","14","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0004","15","3","0","3","15","0","2","1","2","0","1","0","0","20","50"
"'10","'004","'11","'010","'0005","16","2","0","2","3","0","2","1","2","0","1","0","0","66.67","50"
"'10","'004","'11","'010","'0005","17","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0006","18","4","0","4","13","0","2","1","2","0","1","0","0","30.77","50"
"'10","'004","'11","'010","'0006","19","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0027","20","5","0","5","12","0","2","1","2","0","1","0","0","41.67","50"
"'10","'004","'11","'010","'0027","21","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0027","22","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0028","23","0","0","0","4","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0021","24","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0021","25","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0021","26","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0021","27","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0021","28","2","0","2","3","0","2","1","2","0","1","0","0","66.67","50"
"'10","'004","'11","'010","'0029","29","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'10","'004","'11","'010","'0029","30","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
