"'10","'004","'01","'010","'0000","1","戴佩如","'1","'2","'0710920","36","臺灣省","大學","N","*"," "
"'10","'004","'01","'010","'0000","2","宋品毅","'90","'1","'0680612","39","臺灣省","高中","N"," "," "
"'10","'004","'01","'010","'0000","3","林宇洋","'1","'1","'0600419","47","臺灣省","大學","N","*"," "
"'10","'004","'01","'010","'0000","4","周文程","'999","'1","'0680925","39","臺北市","高中","N"," "," "
"'10","'004","'01","'010","'0000","5","蔡家邦","'999","'1","'0641030","43","臺灣省","大學","N"," "," "
"'10","'004","'01","'010","'0000","6","林碩彥","'999","'1","'0650123","42","高雄市","碩士","N","*"," "
"'10","'004","'01","'010","'0000","7","范明忠","'999","'1","'0561228","50","臺灣省","專科","N"," "," "
"'10","'004","'01","'010","'0000","8","張美珠","'999","'2","'0471101","60","臺灣省","大學","Y","*"," "
"'10","'004","'01","'010","'0000","9","林維洲","'1","'1","'0490410","58","臺灣省","專科","Y","*"," "
"'10","'004","'01","'010","'0000","10","田耕豪","'1","'1","'0731031","34","臺灣省","大學","Y","*"," "
"'10","'004","'01","'010","'0000","11","陳秀玲","'999","'2","'0660417","41","臺中市","大學","N","*"," "
"'10","'004","'01","'010","'0000","12","鍾萬良","'999","'1","'0580226","49","臺灣省","高中","N"," "," "
"'10","'004","'01","'010","'0000","13","高民晟","'259","'1","'0610603","46","臺北市","碩士","N"," "," "
"'10","'004","'01","'010","'0000","14","林祺烜","'999","'1","'0491220","57","臺灣省","專科","Y","*"," "
"'10","'004","'01","'010","'0000","15","蔡蕥鍹","'16","'2","'0670109","40","臺中市","碩士","N","*"," "
"'10","'004","'01","'010","'0000","16","林俊智","'999","'1","'0710914","36","臺灣省","碩士","N"," "," "
"'10","'004","'01","'010","'0000","17","陳昭志","'999","'1","'0650721","42","臺中市","大學","N"," "," "
"'10","'004","'01","'020","'0000","1","蕭雲浪","'1","'1","'0400731","67","臺灣省","高中","N","*"," "
"'10","'004","'01","'020","'0000","2","彭金賢","'1","'1","'0391002","68","臺灣省","高中","Y","*"," "
"'10","'004","'01","'020","'0000","3","梁鐘銘","'999","'1","'0540706","53","臺灣省","專科","N","*"," "
"'10","'004","'01","'020","'0000","4","羅明諒","'999","'1","'0561013","51","臺灣省","高中","N"," "," "
"'10","'004","'01","'020","'0000","5","梁鴻樓","'999","'1","'0401021","67","臺灣省","大學","Y"," "," "
"'10","'004","'01","'030","'0000","1","張源勝","'999","'1","'0400731","67","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'030","'0000","2","劉明營","'999","'1","'0480102","59","臺灣省","專科","N"," "," "
"'10","'004","'01","'030","'0000","3","謝羅常英","'1","'2","'0330511","74","臺灣省","大學","Y","*"," "
"'10","'004","'01","'030","'0000","4","鄧永勝","'999","'1","'0450316","62","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'030","'0000","5","姜鳳秋","'1","'2","'0500520","57","臺灣省","高中","N","*"," "
"'10","'004","'01","'030","'0000","6","林月琴","'999","'2","'0620529","45","臺灣省","專科","N"," "," "
"'10","'004","'01","'030","'0000","7","張秀桃","'999","'2","'0460203","61","臺灣省","高中","N"," "," "
"'10","'004","'01","'030","'0000","8","林祺棠","'999","'1","'0590120","48","臺灣省","高中","N"," "," "
"'10","'004","'01","'030","'0000","9","陳賢榮","'1","'1","'0410916","66","臺灣省","高中","Y","*"," "
"'10","'004","'01","'030","'0000","10","鍾淑琴","'999","'2","'0450706","62","臺灣省","高中","N"," "," "
"'10","'004","'01","'040","'0000","1","林東旺","'999","'1","'0631130","43","臺灣省","大學","N","*"," "
"'10","'004","'01","'040","'0000","2","彭兆銘","'999","'1","'0510301","56","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'040","'0000","3","羅萬興","'999","'1","'0580423","49","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'040","'0000","4","邱霈語","'999","'2","'0611017","46","臺灣省","專科","N"," "," "
"'10","'004","'01","'040","'0000","5","詹玉珠","'1","'2","'0370121","70","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'050","'0000","1","鄭宏釗","'999","'1","'0551002","52","臺灣省","高中","N","*"," "
"'10","'004","'01","'050","'0000","2","羅國湧","'15","'1","'0640823","43","桃園市","高中","N"," "," "
"'10","'004","'01","'050","'0000","3","鄭光浩","'999","'1","'0360514","71","臺灣省","專科","N"," "," "
"'10","'004","'01","'050","'0000","4","張春香","'1","'2","'0450305","62","臺灣省","高中","Y","*"," "
"'10","'004","'01","'050","'0000","5","巫光生","'999","'1","'0590222","48","臺灣省","高中","Y","*"," "
"'10","'004","'01","'050","'0000","6","吳貞儀","'999","'2","'0460506","61","臺灣省","高中","N"," "," "
"'10","'004","'01","'050","'0000","7","田耀祖","'999","'1","'0701110","37","臺灣省","高中(職)以下","N"," "," "
"'10","'004","'01","'050","'0000","8","詹益祿","'999","'1","'0530906","54","桃園市","高中","N","*"," "
"'10","'004","'01","'060","'0000","1","范朝生","'999","'1","'0380308","69","臺灣省","高中(職)以下","N"," "," "
"'10","'004","'01","'060","'0000","2","羅時乾","'999","'1","'0630225","44","臺灣省","高中","Y","*"," "
"'10","'004","'01","'060","'0000","3","余冠宏","'999","'1","'0660827","41","臺灣省","大學","N","*"," "
"'10","'004","'01","'060","'0000","4","徐繼相","'999","'1","'0550901","52","臺灣省","專科","N"," "," "
"'10","'004","'01","'070","'0000","1","彭友明","'1","'1","'0450507","62","臺灣省","專科","N"," "," "
"'10","'004","'01","'070","'0000","2","朱乾松","'1","'1","'0490920","58","臺灣省","高中","Y","*"," "
"'10","'004","'01","'080","'0000","1","徐文娟","'999","'2","'0530114","54","臺灣省","專科","N","*"," "
"'10","'004","'01","'080","'0000","2","彭昌智","'999","'1","'0470301","60","臺灣省","高中","Y","*"," "
"'10","'004","'01","'080","'0000","3","彭薇","'999","'2","'0530902","54","臺灣省","專科","N"," "," "
"'10","'004","'01","'080","'0000","4","李麗英","'1","'2","'0501222","56","臺灣省","大學","Y","*"," "
"'10","'004","'01","'080","'0000","5","古鋓明","'1","'1","'0490428","58","臺灣省","高中","Y","*"," "
"'10","'004","'01","'080","'0000","6","曾家福","'999","'1","'0390415","68","臺灣省","高中(職)以下","N","*"," "
"'10","'004","'01","'080","'0000","7","黃誠杰","'1","'1","'0370108","70","臺灣省","高中(職)以下","N"," "," "
"'10","'004","'01","'080","'0000","8","黃維漢","'999","'1","'0490318","58","臺灣省","高中(職)以下","N"," "," "
"'10","'004","'01","'090","'0000","1","范秉強","'999","'1","'0440116","63","臺灣省","高中","N"," "," "
"'10","'004","'01","'090","'0000","2","陳姜玉蘭","'999","'2","'0421102","65","臺灣省","高中(職)以下","Y"," "," "
"'10","'004","'01","'090","'0000","3","溫庭枋","'999","'2","'0580612","49","臺灣省","高中","N","*"," "
"'10","'004","'01","'090","'0000","4","吳聲煒","'999","'1","'0520923","55","臺灣省","高中","N","*"," "
"'10","'004","'01","'100","'0000","1","蔡武結","'1","'1","'0411128","65","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'100","'0000","2","陳昌鈐","'999","'1","'0530505","54","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'100","'0000","3","林寶全","'999","'1","'0560328","51","臺灣省","高中(職)以下","N"," "," "
"'10","'004","'01","'100","'0000","4","葉秀桃","'1","'2","'0451023","62","臺灣省","高中(職)以下","N","*"," "
"'10","'004","'01","'100","'0000","5","陳秀霞","'999","'2","'0441208","62","臺灣省","高中","Y","*"," "
"'10","'004","'01","'100","'0000","6","陳賢裕","'999","'1","'0490907","58","臺灣省","高中","Y","*"," "
"'10","'004","'01","'100","'0000","7","鄧吉倫","'999","'1","'0711127","35","臺灣省","高中","N"," "," "
"'10","'004","'01","'100","'0000","8","何時名","'999","'1","'0750126","32","臺灣省","高中","N"," "," "
"'10","'004","'01","'100","'0000","9","林順生","'1","'1","'0470706","60","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'110","'0000","1","王子壎","'999","'1","'0411225","65","臺灣省","專科","N"," "," "
"'10","'004","'01","'110","'0000","2","徐明憲","'1","'1","'0390201","68","臺灣省","專科","Y","*"," "
"'10","'004","'01","'110","'0000","3","鍾正隆","'999","'1","'0450825","62","臺灣省","高中","N","*"," "
"'10","'004","'01","'110","'0000","4","彭添增","'999","'1","'0490816","58","臺灣省","高中(職)以下","Y","*"," "
"'10","'004","'01","'110","'0000","5","黎侑昌","'16","'1","'0681203","38","臺灣省","大學","Y"," "," "
"'10","'004","'01","'110","'0000","6","王詩樊","'999","'2","'0800206","27","臺灣省","大學","N"," "," "
"'10","'004","'01","'120","'0000","1","游星明","'999","'1","'0620319","45","臺灣省","專科","N"," "," "
"'10","'004","'01","'120","'0000","2","高忠正","'999","'1","'0581031","49","臺灣省","高中","N","*"," "
"'10","'004","'01","'120","'0000","3","許清光","'999","'1","'0450909","62","臺灣省","高中","Y"," "," "
"'10","'004","'01","'120","'0000","4","陳沺宇","'999","'1","'0490701","58","臺灣省","專科","Y","*"," "
"'10","'004","'01","'130","'0000","1","林福財","'999","'1","'0470604","60","臺灣省","高中","Y"," "," "
"'10","'004","'01","'130","'0000","2","林立峰","'999","'1","'0601108","47","臺灣省","碩士","N","*"," "
