"'10","'005","'04","'110","'0001","408","39","1","40","50","0","4","2","3","1","2","0","0","80","50"
"'10","'005","'04","'110","'0002","409","37","0","37","49","0","4","2","3","1","2","0","0","75.51","50"
"'10","'005","'04","'110","'0003","410","203","2","205","291","0","4","2","3","1","2","0","0","70.45","50"
"'10","'005","'04","'110","'0008","411","253","5","258","366","0","4","2","3","1","2","0","0","70.49","50"
"'10","'005","'04","'110","'0009","412","467","10","477","653","0","4","2","3","1","2","0","0","73.05","50"
"'10","'005","'04","'110","'0004","413","7","1","8","9","0","4","2","3","1","2","0","0","88.89","50"
"'10","'005","'04","'110","'0005","414","13","0","13","15","0","4","2","3","1","2","0","0","86.67","50"
"'10","'005","'04","'110","'0006","415","4","0","4","5","0","4","2","3","1","2","0","0","80","50"
"'10","'005","'04","'110","'0007","416","3","0","3","3","0","4","2","3","1","2","0","0","100","50"
"'10","'013","'04","'240","'0001","606","155","21","176","215","0","1","1","1","0","1","0","0","81.86","100"
"'10","'013","'04","'240","'0002","607","93","14","107","123","0","1","1","1","0","1","0","0","86.99","100"
"'10","'013","'04","'240","'0005","608","27","6","33","42","0","1","1","1","0","1","0","0","78.57","100"
"'10","'013","'04","'240","'0003","609","170","60","230","305","0","1","1","1","0","1","0","0","75.41","100"
"'10","'013","'04","'240","'0004","610","107","17","124","145","0","1","1","1","0","1","0","0","85.52","100"
"'10","'013","'04","'240","'0006","611","104","30","134","174","0","1","1","1","0","1","0","0","77.01","100"
"'10","'013","'04","'240","'0007","612","15","6","21","26","0","1","1","1","0","1","0","0","80.77","100"
"'10","'013","'04","'240","'0008","613","16","3","19","23","0","1","1","1","0","1","0","0","82.61","100"
"'10","'015","'02","'080","'0005","227","399","6","405","595","0","8","5","6","2","3","2","0","68.07","62.5"
"'10","'015","'02","'080","'0004","228","450","9","459","610","0","8","5","6","2","3","2","0","75.25","62.5"
"'10","'015","'02","'080","'0001","229","271","6","277","392","0","8","5","6","2","3","2","0","70.66","62.5"
"'10","'015","'02","'080","'0001","230","373","10","383","519","0","8","5","6","2","3","2","0","73.8","62.5"
"'10","'015","'02","'080","'0001","231","166","4","170","326","0","8","5","6","2","3","2","0","52.15","62.5"
"'10","'015","'02","'080","'0002","232","319","10","329","521","0","8","5","6","2","3","2","0","63.15","62.5"
"'10","'015","'02","'080","'0003","233","221","2","223","264","0","8","5","6","2","3","2","0","84.47","62.5"
"'10","'015","'03","'070","'0002","210","208","8","216","336","0","5","3","5","0","3","0","0","64.29","60"
"'10","'015","'03","'070","'0001","211","34","2","36","63","0","5","3","5","0","3","0","0","57.14","60"
"'10","'015","'03","'070","'0003","212","390","11","401","647","0","5","3","5","0","3","0","0","61.98","60"
"'10","'015","'03","'070","'0004","213","399","12","411","642","0","5","3","5","0","3","0","0","64.02","60"
"'10","'015","'03","'070","'0005","214","202","4","206","368","0","5","3","5","0","3","0","0","55.98","60"
"'10","'015","'03","'070","'0006","221","54","5","59","80","0","5","3","5","0","3","0","0","73.75","60"
"'10","'015","'03","'070","'0007","222","128","5","133","240","0","5","3","5","0","3","0","0","55.42","60"
"'10","'015","'03","'070","'0007","223","4","0","4","5","0","5","3","5","0","3","0","0","80","60"
"'10","'015","'03","'070","'0008","224","140","4","144","186","0","5","3","5","0","3","0","0","77.42","60"
"'10","'015","'03","'070","'0009","225","18","0","18","31","0","5","3","5","0","3","0","0","58.06","60"
"'10","'015","'03","'070","'0010","226","16","0","16","24","0","5","3","5","0","3","0","0","66.67","60"
"'10","'015","'03","'090","'0001","241","30","0","30","49","0","11","4","7","4","3","1","0","61.22","36.36"
"'10","'015","'03","'090","'0001","242","76","0","76","131","0","11","4","7","4","3","1","0","58.02","36.36"
"'10","'015","'03","'090","'0002","243","35","2","37","64","0","11","4","7","4","3","1","0","57.81","36.36"
"'10","'015","'03","'090","'0002","244","147","3","150","244","0","11","4","7","4","3","1","0","61.48","36.36"
"'10","'015","'03","'090","'0003","245","113","4","117","168","0","11","4","7","4","3","1","0","69.64","36.36"
"'10","'015","'03","'090","'0004","246","101","2","103","172","0","11","4","7","4","3","1","0","59.88","36.36"
"'10","'015","'03","'090","'0005","247","134","4","138","216","0","11","4","7","4","3","1","0","63.89","36.36"
"'10","'015","'03","'090","'0006","248","327","10","337","468","0","11","4","7","4","3","1","0","72.01","36.36"
"'10","'015","'03","'090","'0007","249","420","5","425","595","0","11","4","7","4","3","1","0","71.43","36.36"
"'10","'015","'03","'090","'0008","250","149","2","151","206","0","11","4","7","4","3","1","0","73.3","36.36"
"'10","'015","'03","'090","'0009","251","138","9","147","262","0","11","4","7","4","3","1","0","56.11","36.36"
"'10","'015","'03","'090","'0010","252","363","8","371","603","0","11","4","7","4","3","1","0","61.53","36.36"
"'10","'015","'03","'090","'0011","253","137","4","141","214","0","11","4","7","4","3","1","0","65.89","36.36"
"'10","'015","'03","'030","'0001","254","60","8","68","119","0","2","1","1","1","1","0","0","57.14","50"
"'10","'015","'03","'030","'0001","255","30","3","33","74","0","2","1","1","1","1","0","0","44.59","50"
"'10","'015","'03","'030","'0001","256","50","4","54","105","0","2","1","1","1","1","0","0","51.43","50"
"'10","'015","'03","'030","'0001","257","17","3","20","37","0","2","1","1","1","1","0","0","54.05","50"
"'10","'015","'03","'030","'0001","258","18","2","20","33","0","2","1","1","1","1","0","0","60.61","50"
"'10","'015","'03","'030","'0005","259","22","0","22","37","0","2","1","1","1","1","0","0","59.46","50"
"'10","'015","'03","'030","'0002","260","34","1","35","71","0","2","1","1","1","1","0","0","49.3","50"
"'10","'015","'03","'030","'0002","261","37","2","39","73","0","2","1","1","1","1","0","0","53.42","50"
"'10","'015","'03","'030","'0004","262","9","0","9","20","0","2","1","1","1","1","0","0","45","50"
"'10","'015","'03","'030","'0004","263","46","1","47","89","0","2","1","1","1","1","0","0","52.81","50"
"'10","'015","'03","'030","'0003","264","88","7","95","175","0","2","1","1","1","1","0","0","54.29","50"
"'10","'015","'03","'030","'0006","265","134","4","138","216","0","2","1","1","1","1","0","0","63.89","50"
"'10","'015","'03","'030","'0007","266","142","5","147","246","0","2","1","1","1","1","0","0","59.76","50"
"'10","'015","'03","'030","'0014","275","45","1","46","64","0","2","1","1","1","1","0","0","71.88","50"
"'10","'015","'03","'030","'0015","276","109","1","110","196","0","2","1","1","1","1","0","0","56.12","50"
"'10","'015","'03","'100","'0001","277","36","2","38","85","0","4","2","3","1","1","1","0","44.71","50"
"'10","'015","'03","'100","'0002","278","62","1","63","129","0","4","2","3","1","1","1","0","48.84","50"
"'10","'015","'03","'100","'0003","279","93","0","93","150","0","4","2","3","1","1","1","0","62","50"
"'10","'015","'03","'100","'0004","280","105","4","109","133","0","4","2","3","1","1","1","0","81.95","50"
"'10","'015","'03","'100","'0005","281","53","0","53","79","0","4","2","3","1","1","1","0","67.09","50"
"'10","'015","'03","'100","'0006","282","7","1","8","9","0","4","2","3","1","1","1","0","88.89","50"
"'10","'015","'03","'100","'0007","283","15","1","16","29","0","4","2","3","1","1","1","0","55.17","50"
"'10","'015","'03","'100","'0008","284","12","0","12","17","0","4","2","3","1","1","1","0","70.59","50"
"'10","'015","'03","'100","'0009","285","14","1","15","36","0","4","2","3","1","1","1","0","41.67","50"
"'10","'015","'03","'100","'0010","286","6","0","6","9","0","4","2","3","1","1","1","0","66.67","50"
"'10","'015","'03","'100","'0011","287","219","6","225","350","0","4","2","3","1","1","1","0","64.29","50"
"'10","'015","'03","'100","'0012","288","30","2","32","62","0","4","2","3","1","1","1","0","51.61","50"
"'10","'015","'03","'100","'0013","289","49","3","52","98","0","4","2","3","1","1","1","0","53.06","50"
"'10","'015","'04","'040","'0001","82","4","1","5","5","0","3","2","3","0","2","0","0","100","66.67"
"'10","'015","'04","'040","'0001","83","33","4","37","53","0","3","2","3","0","2","0","0","69.81","66.67"
"'10","'015","'04","'040","'0002","84","17","0","17","26","0","3","2","3","0","2","0","0","65.38","66.67"
"'10","'015","'04","'040","'0002","85","20","1","21","29","0","3","2","3","0","2","0","0","72.41","66.67"
"'10","'015","'04","'040","'0003","86","14","1","15","22","0","3","2","3","0","2","0","0","68.18","66.67"
"'10","'015","'04","'040","'0003","87","114","13","127","218","0","3","2","3","0","2","0","0","58.26","66.67"
"'10","'015","'04","'040","'0003","88","64","3","67","119","0","3","2","3","0","2","0","0","56.3","66.67"
"'10","'015","'04","'040","'0008","89","215","3","218","361","0","3","2","3","0","2","0","0","60.39","66.67"
"'10","'015","'04","'040","'0008","90","225","9","234","405","0","3","2","3","0","2","0","0","57.78","66.67"
"'10","'015","'04","'040","'0008","91","18","0","18","37","0","3","2","3","0","2","0","0","48.65","66.67"
"'10","'015","'04","'040","'0004","92","157","3","160","267","0","3","2","3","0","2","0","0","59.93","66.67"
"'10","'015","'04","'040","'0004","93","158","8","166","280","0","3","2","3","0","2","0","0","59.29","66.67"
"'10","'015","'04","'040","'0004","94","63","2","65","147","0","3","2","3","0","2","0","0","44.22","66.67"
"'10","'015","'04","'040","'0005","95","77","4","81","154","0","3","2","3","0","2","0","0","52.6","66.67"
"'10","'015","'04","'040","'0006","96","119","1","120","227","0","3","2","3","0","2","0","0","52.86","66.67"
"'10","'015","'04","'040","'0006","97","66","5","71","142","0","3","2","3","0","2","0","0","50","66.67"
"'10","'015","'04","'040","'0006","98","107","5","112","210","0","3","2","3","0","2","0","0","53.33","66.67"
"'10","'015","'04","'040","'0007","99","116","5","121","198","0","3","2","3","0","2","0","0","61.11","66.67"
"'10","'015","'04","'040","'0007","100","88","2","90","132","0","3","2","3","0","2","0","0","68.18","66.67"
"'10","'015","'04","'050","'0004","115","31","0","31","76","0","2","2","2","0","2","0","0","40.79","100"
"'10","'015","'04","'050","'0004","116","21","4","25","63","0","2","2","2","0","2","0","0","39.68","100"
"'10","'015","'04","'050","'0004","117","32","2","34","68","0","2","2","2","0","2","0","0","50","100"
"'10","'015","'04","'050","'0004","118","27","1","28","67","0","2","2","2","0","2","0","0","41.79","100"
"'10","'015","'04","'050","'0003","119","38","1","39","91","0","2","2","2","0","2","0","0","42.86","100"
"'10","'015","'04","'050","'0003","120","52","1","53","91","0","2","2","2","0","2","0","0","58.24","100"
"'10","'015","'04","'050","'0003","121","207","16","223","389","0","2","2","2","0","2","0","0","57.33","100"
"'10","'015","'04","'050","'0005","122","75","4","79","137","0","2","2","2","0","2","0","0","57.66","100"
"'10","'015","'04","'050","'0005","123","52","1","53","94","0","2","2","2","0","2","0","0","56.38","100"
"'10","'015","'04","'050","'0005","124","38","5","43","94","0","2","2","2","0","2","0","0","45.74","100"
"'10","'015","'04","'050","'0005","125","25","3","28","58","0","2","2","2","0","2","0","0","48.28","100"
"'10","'015","'04","'050","'0005","126","38","1","39","89","0","2","2","2","0","2","0","0","43.82","100"
"'10","'015","'04","'050","'0006","127","25","2","27","73","0","2","2","2","0","2","0","0","36.99","100"
"'10","'015","'04","'050","'0006","128","39","1","40","86","0","2","2","2","0","2","0","0","46.51","100"
