"'10","'005","'04","'110","'0000","1","謝建宇","'999","'1","'0660405","37","臺灣省","專科","N"," "," "
"'10","'005","'04","'110","'0000","2","風英雄","'1","'1","'0440724","59","臺灣省","高中","N","*"," "
"'10","'005","'04","'110","'0000","3","風勝華","'999","'1","'0470418","56","臺灣省","高中","N","*"," "
"'10","'005","'04","'110","'0000","4","劉金鳳","'1","'2","'0440622","59","臺灣省","高中","Y"," "," "
"'10","'013","'04","'240","'0000","1","潘義輝","'999","'1","'0450122","58","臺灣省","大學","Y","*"," "
"'10","'015","'02","'080","'0000","1","邱福順Kacaw.Folaw","'1","'1","'0560506","47","臺灣省","專科","Y","*"," "
"'10","'015","'02","'080","'0000","2","吳素英","'999","'2","'0480616","55","臺灣省","專科","N","*"," "
"'10","'015","'02","'080","'0000","3","陳天高","'1","'1","'0460501","57","臺灣省","專科","N"," "," "
"'10","'015","'02","'080","'0000","4","曾聰明","'1","'1","'0451024","58","臺灣省","其他","Y"," "," "
"'10","'015","'02","'080","'0000","5","曾金水","'1","'1","'0560114","47","臺灣省","高中","N","*"," "
"'10","'015","'02","'080","'0000","6","司玉花Akiyok.Sawmah","'1","'2","'0550524","48","臺灣省","其他","Y","*"," "
"'10","'015","'02","'080","'0000","7","林俊榮","'999","'1","'0680322","35","臺灣省","高中","Y"," "," "
"'10","'015","'02","'080","'0000","8","嘎助.馬庫兒Kacu.Makur","'1","'1","'0590306","44","臺灣省","高中","N","*"," "
"'10","'015","'03","'070","'0000","1","蔡智輝","'999","'1","'0501202","52","臺灣省","高中","N","*"," "
"'10","'015","'03","'070","'0000","2","楊榮川","'1","'1","'0470101","56","臺灣省","高中","N"," "," "
"'10","'015","'03","'070","'0000","3","吳榮豊","'1","'1","'0440821","59","臺灣省","高中","N","*"," "
"'10","'015","'03","'070","'0000","4","黃賢治","'999","'1","'0380130","65","臺灣省","高中","Y"," "," "
"'10","'015","'03","'070","'0000","5","鄭萬正 Ipay-Kaeti","'1","'1","'0510110","52","臺灣省","高中","N","*"," "
"'10","'015","'03","'090","'0000","1","鍾紫韻","'1","'2","'0640509","39","臺灣省","大學","Y"," "," "
"'10","'015","'03","'090","'0000","2","都承延","'999","'1","'0630208","40","臺灣省","專科","N","-"," "
"'10","'015","'03","'090","'0000","3","陳秀蘭","'999","'2","'0560917","47","臺灣省","高中","N"," "," "
"'10","'015","'03","'090","'0000","4","黃忠盛","'1","'1","'0360419","67","臺灣省","其他","N","*"," "
"'10","'015","'03","'090","'0000","5","許素馨","'999","'2","'0600619","43","臺灣省","其他","N"," "," "
"'10","'015","'03","'090","'0000","6","吳偉諍","'999","'1","'0670726","36","臺灣省","高中","N"," "," "
"'10","'015","'03","'090","'0000","7","林玉芬","'999","'2","'0550112","48","臺灣省","碩士","N","!"," "
"'10","'015","'03","'090","'0000","8","古阿宗","'999","'1","'0400512","63","臺灣省","高中","N"," "," "
"'10","'015","'03","'090","'0000","9","哈尼.噶照Hani Kacaw","'999","'1","'0691017","34","臺灣省","專科","Y","*"," "
"'10","'015","'03","'090","'0000","10","林英光","'1","'1","'0460708","57","臺灣省","高中","N"," "," "
"'10","'015","'03","'090","'0000","11","黃忠治","'1","'1","'0481005","55","臺灣省","高中","Y","*"," "
"'10","'015","'03","'030","'0000","1","許進德","'999","'1","'0440515","59","臺灣省","高中","N","*"," "
"'10","'015","'03","'030","'0000","2","林彩英","'1","'2","'0520427","51","臺灣省","高中","Y"," "," "
"'10","'015","'03","'100","'0000","1","潘務本Saw Mah","'999","'1","'0550615","48","臺灣省","高中","N","*"," "
"'10","'015","'03","'100","'0000","2","陳美齡","'1","'2","'0430113","60","臺灣省","高中","Y","*"," "
"'10","'015","'03","'100","'0000","3","陳盛發Sawmah‧Kisa","'999","'1","'0500327","53","臺灣省","其他","N"," "," "
"'10","'015","'03","'100","'0000","4","林同助","'1","'1","'0320615","71","臺灣省","高中","N"," "," "
"'10","'015","'04","'040","'0000","1","張金生 Usingcidal．Tono","'1","'1","'0370904","66","臺灣省","高中","Y"," "," "
"'10","'015","'04","'040","'0000","2","葛秋夫 Di．Han．Ulawer．Panay","'1","'1","'0411001","62","臺灣省","專科","N","*"," "
"'10","'015","'04","'040","'0000","3","田金峰","'1","'1","'0430712","60","臺灣省","高中","Y","*"," "
"'10","'015","'04","'050","'0000","1","周駿宥","'1","'1","'0711020","32","其他","大學","Y","*"," "
"'10","'015","'04","'050","'0000","2","陳進德","'1","'1","'0550928","48","其他","專科","Y","*"," "
"'10","'015","'04","'060","'0000","1","古新松 Habay Ayal","'999","'1","'0440603","59","臺灣省","其他","N"," "," "
