"'10","'005","'04","'110","'0001","408","1","6","15.38"," "
"'10","'005","'04","'110","'0001","408","2","5","12.82","*"
"'10","'005","'04","'110","'0001","408","3","13","33.33","*"
"'10","'005","'04","'110","'0001","408","4","15","38.46"," "
"'10","'005","'04","'110","'0002","409","1","4","10.81"," "
"'10","'005","'04","'110","'0002","409","2","26","70.27","*"
"'10","'005","'04","'110","'0002","409","3","1","2.7","*"
"'10","'005","'04","'110","'0002","409","4","6","16.21"," "
"'10","'005","'04","'110","'0003","410","1","57","28.07"," "
"'10","'005","'04","'110","'0003","410","2","51","25.12","*"
"'10","'005","'04","'110","'0003","410","3","66","32.51","*"
"'10","'005","'04","'110","'0003","410","4","29","14.28"," "
"'10","'005","'04","'110","'0008","411","1","46","18.18"," "
"'10","'005","'04","'110","'0008","411","2","44","17.39","*"
"'10","'005","'04","'110","'0008","411","3","62","24.5","*"
"'10","'005","'04","'110","'0008","411","4","101","39.92"," "
"'10","'005","'04","'110","'0009","412","1","99","21.19"," "
"'10","'005","'04","'110","'0009","412","2","185","39.61","*"
"'10","'005","'04","'110","'0009","412","3","126","26.98","*"
"'10","'005","'04","'110","'0009","412","4","57","12.2"," "
"'10","'005","'04","'110","'0004","413","1","2","28.57"," "
"'10","'005","'04","'110","'0004","413","2","1","14.28","*"
"'10","'005","'04","'110","'0004","413","3","3","42.85","*"
"'10","'005","'04","'110","'0004","413","4","1","14.28"," "
"'10","'005","'04","'110","'0005","414","1","3","23.07"," "
"'10","'005","'04","'110","'0005","414","2","3","23.07","*"
"'10","'005","'04","'110","'0005","414","3","6","46.15","*"
"'10","'005","'04","'110","'0005","414","4","1","7.69"," "
"'10","'005","'04","'110","'0006","415","1","0","0"," "
"'10","'005","'04","'110","'0006","415","2","1","25","*"
"'10","'005","'04","'110","'0006","415","3","0","0","*"
"'10","'005","'04","'110","'0006","415","4","3","75"," "
"'10","'005","'04","'110","'0007","416","1","0","0"," "
"'10","'005","'04","'110","'0007","416","2","1","33.33","*"
"'10","'005","'04","'110","'0007","416","3","0","0","*"
"'10","'005","'04","'110","'0007","416","4","2","66.66"," "
"'10","'013","'04","'240","'0001","606","1","155","100","*"
"'10","'013","'04","'240","'0002","607","1","93","100","*"
"'10","'013","'04","'240","'0005","608","1","27","100","*"
"'10","'013","'04","'240","'0003","609","1","170","100","*"
"'10","'013","'04","'240","'0004","610","1","107","100","*"
"'10","'013","'04","'240","'0006","611","1","104","100","*"
"'10","'013","'04","'240","'0007","612","1","15","100","*"
"'10","'013","'04","'240","'0008","613","1","16","100","*"
"'10","'015","'02","'080","'0005","227","1","14","3.5","*"
"'10","'015","'02","'080","'0005","227","2","7","1.75","*"
"'10","'015","'02","'080","'0005","227","3","197","49.37"," "
"'10","'015","'02","'080","'0005","227","4","5","1.25"," "
"'10","'015","'02","'080","'0005","227","5","152","38.09","*"
"'10","'015","'02","'080","'0005","227","6","10","2.5","*"
"'10","'015","'02","'080","'0005","227","7","2","0.5"," "
"'10","'015","'02","'080","'0005","227","8","12","3","*"
"'10","'015","'02","'080","'0004","228","1","9","2","*"
"'10","'015","'02","'080","'0004","228","2","43","9.55","*"
"'10","'015","'02","'080","'0004","228","3","64","14.22"," "
"'10","'015","'02","'080","'0004","228","4","7","1.55"," "
"'10","'015","'02","'080","'0004","228","5","52","11.55","*"
"'10","'015","'02","'080","'0004","228","6","19","4.22","*"
"'10","'015","'02","'080","'0004","228","7","7","1.55"," "
"'10","'015","'02","'080","'0004","228","8","249","55.33","*"
"'10","'015","'02","'080","'0001","229","1","110","40.59","*"
"'10","'015","'02","'080","'0001","229","2","73","26.93","*"
"'10","'015","'02","'080","'0001","229","3","3","1.1"," "
"'10","'015","'02","'080","'0001","229","4","19","7.01"," "
"'10","'015","'02","'080","'0001","229","5","10","3.69","*"
"'10","'015","'02","'080","'0001","229","6","34","12.54","*"
"'10","'015","'02","'080","'0001","229","7","6","2.21"," "
"'10","'015","'02","'080","'0001","229","8","16","5.9","*"
"'10","'015","'02","'080","'0001","230","1","100","26.8","*"
"'10","'015","'02","'080","'0001","230","2","131","35.12","*"
"'10","'015","'02","'080","'0001","230","3","3","0.8"," "
"'10","'015","'02","'080","'0001","230","4","18","4.82"," "
"'10","'015","'02","'080","'0001","230","5","49","13.13","*"
"'10","'015","'02","'080","'0001","230","6","30","8.04","*"
"'10","'015","'02","'080","'0001","230","7","0","0"," "
"'10","'015","'02","'080","'0001","230","8","42","11.26","*"
"'10","'015","'02","'080","'0001","231","1","65","39.15","*"
"'10","'015","'02","'080","'0001","231","2","61","36.74","*"
"'10","'015","'02","'080","'0001","231","3","2","1.2"," "
"'10","'015","'02","'080","'0001","231","4","16","9.63"," "
"'10","'015","'02","'080","'0001","231","5","8","4.81","*"
"'10","'015","'02","'080","'0001","231","6","13","7.83","*"
"'10","'015","'02","'080","'0001","231","7","0","0"," "
"'10","'015","'02","'080","'0001","231","8","1","0.6","*"
"'10","'015","'02","'080","'0002","232","1","32","10.03","*"
"'10","'015","'02","'080","'0002","232","2","21","6.58","*"
"'10","'015","'02","'080","'0002","232","3","3","0.94"," "
"'10","'015","'02","'080","'0002","232","4","142","44.51"," "
"'10","'015","'02","'080","'0002","232","5","28","8.77","*"
"'10","'015","'02","'080","'0002","232","6","80","25.07","*"
"'10","'015","'02","'080","'0002","232","7","5","1.56"," "
"'10","'015","'02","'080","'0002","232","8","8","2.5","*"
"'10","'015","'02","'080","'0003","233","1","21","9.5","*"
"'10","'015","'02","'080","'0003","233","2","40","18.09","*"
"'10","'015","'02","'080","'0003","233","3","2","0.9"," "
"'10","'015","'02","'080","'0003","233","4","12","5.42"," "
"'10","'015","'02","'080","'0003","233","5","11","4.97","*"
"'10","'015","'02","'080","'0003","233","6","118","53.39","*"
"'10","'015","'02","'080","'0003","233","7","8","3.61"," "
"'10","'015","'02","'080","'0003","233","8","9","4.07","*"
"'10","'015","'03","'070","'0002","210","1","42","20.19","*"
"'10","'015","'03","'070","'0002","210","2","59","28.36"," "
"'10","'015","'03","'070","'0002","210","3","25","12.01","*"
"'10","'015","'03","'070","'0002","210","4","33","15.86"," "
"'10","'015","'03","'070","'0002","210","5","49","23.55","*"
"'10","'015","'03","'070","'0001","211","1","6","17.64","*"
"'10","'015","'03","'070","'0001","211","2","6","17.64"," "
"'10","'015","'03","'070","'0001","211","3","9","26.47","*"
"'10","'015","'03","'070","'0001","211","4","2","5.88"," "
"'10","'015","'03","'070","'0001","211","5","11","32.35","*"
"'10","'015","'03","'070","'0003","212","1","139","35.64","*"
"'10","'015","'03","'070","'0003","212","2","77","19.74"," "
"'10","'015","'03","'070","'0003","212","3","43","11.02","*"
"'10","'015","'03","'070","'0003","212","4","65","16.66"," "
"'10","'015","'03","'070","'0003","212","5","66","16.92","*"
"'10","'015","'03","'070","'0004","213","1","109","27.31","*"
"'10","'015","'03","'070","'0004","213","2","79","19.79"," "
"'10","'015","'03","'070","'0004","213","3","50","12.53","*"
"'10","'015","'03","'070","'0004","213","4","57","14.28"," "
"'10","'015","'03","'070","'0004","213","5","104","26.06","*"
"'10","'015","'03","'070","'0005","214","1","34","16.83","*"
"'10","'015","'03","'070","'0005","214","2","39","19.3"," "
"'10","'015","'03","'070","'0005","214","3","35","17.32","*"
"'10","'015","'03","'070","'0005","214","4","30","14.85"," "
"'10","'015","'03","'070","'0005","214","5","64","31.68","*"
"'10","'015","'03","'070","'0006","221","1","5","9.25","*"
"'10","'015","'03","'070","'0006","221","2","8","14.81"," "
"'10","'015","'03","'070","'0006","221","3","12","22.22","*"
"'10","'015","'03","'070","'0006","221","4","12","22.22"," "
"'10","'015","'03","'070","'0006","221","5","17","31.48","*"
"'10","'015","'03","'070","'0007","222","1","18","14.06","*"
"'10","'015","'03","'070","'0007","222","2","13","10.15"," "
"'10","'015","'03","'070","'0007","222","3","51","39.84","*"
"'10","'015","'03","'070","'0007","222","4","20","15.62"," "
"'10","'015","'03","'070","'0007","222","5","26","20.31","*"
"'10","'015","'03","'070","'0007","223","1","0","0","*"
"'10","'015","'03","'070","'0007","223","2","0","0"," "
"'10","'015","'03","'070","'0007","223","3","2","50","*"
"'10","'015","'03","'070","'0007","223","4","2","50"," "
"'10","'015","'03","'070","'0007","223","5","0","0","*"
"'10","'015","'03","'070","'0008","224","1","11","7.85","*"
"'10","'015","'03","'070","'0008","224","2","8","5.71"," "
"'10","'015","'03","'070","'0008","224","3","82","58.57","*"
"'10","'015","'03","'070","'0008","224","4","16","11.42"," "
"'10","'015","'03","'070","'0008","224","5","23","16.42","*"
"'10","'015","'03","'070","'0009","225","1","1","5.55","*"
"'10","'015","'03","'070","'0009","225","2","2","11.11"," "
"'10","'015","'03","'070","'0009","225","3","2","11.11","*"
"'10","'015","'03","'070","'0009","225","4","2","11.11"," "
"'10","'015","'03","'070","'0009","225","5","11","61.11","*"
"'10","'015","'03","'070","'0010","226","1","3","18.75","*"
"'10","'015","'03","'070","'0010","226","2","1","6.25"," "
"'10","'015","'03","'070","'0010","226","3","2","12.5","*"
"'10","'015","'03","'070","'0010","226","4","0","0"," "
"'10","'015","'03","'070","'0010","226","5","10","62.5","*"
"'10","'015","'03","'090","'0001","241","1","0","0"," "
"'10","'015","'03","'090","'0001","241","2","6","20","-"
"'10","'015","'03","'090","'0001","241","3","0","0"," "
"'10","'015","'03","'090","'0001","241","4","7","23.33","*"
"'10","'015","'03","'090","'0001","241","5","3","10"," "
"'10","'015","'03","'090","'0001","241","6","1","3.33"," "
"'10","'015","'03","'090","'0001","241","7","4","13.33","!"
"'10","'015","'03","'090","'0001","241","8","0","0"," "
"'10","'015","'03","'090","'0001","241","9","4","13.33","*"
"'10","'015","'03","'090","'0001","241","10","1","3.33"," "
"'10","'015","'03","'090","'0001","241","11","4","13.33","*"
"'10","'015","'03","'090","'0001","242","1","9","11.84"," "
"'10","'015","'03","'090","'0001","242","2","7","9.21","-"
"'10","'015","'03","'090","'0001","242","3","4","5.26"," "
"'10","'015","'03","'090","'0001","242","4","12","15.78","*"
"'10","'015","'03","'090","'0001","242","5","10","13.15"," "
"'10","'015","'03","'090","'0001","242","6","7","9.21"," "
"'10","'015","'03","'090","'0001","242","7","17","22.36","!"
"'10","'015","'03","'090","'0001","242","8","3","3.94"," "
"'10","'015","'03","'090","'0001","242","9","4","5.26","*"
"'10","'015","'03","'090","'0001","242","10","0","0"," "
"'10","'015","'03","'090","'0001","242","11","3","3.94","*"
"'10","'015","'03","'090","'0002","243","1","8","22.85"," "
"'10","'015","'03","'090","'0002","243","2","3","8.57","-"
"'10","'015","'03","'090","'0002","243","3","2","5.71"," "
"'10","'015","'03","'090","'0002","243","4","8","22.85","*"
"'10","'015","'03","'090","'0002","243","5","1","2.85"," "
"'10","'015","'03","'090","'0002","243","6","0","0"," "
"'10","'015","'03","'090","'0002","243","7","1","2.85","!"
"'10","'015","'03","'090","'0002","243","8","0","0"," "
"'10","'015","'03","'090","'0002","243","9","3","8.57","*"
"'10","'015","'03","'090","'0002","243","10","0","0"," "
"'10","'015","'03","'090","'0002","243","11","9","25.71","*"
"'10","'015","'03","'090","'0002","244","1","8","5.44"," "
"'10","'015","'03","'090","'0002","244","2","4","2.72","-"
"'10","'015","'03","'090","'0002","244","3","14","9.52"," "
"'10","'015","'03","'090","'0002","244","4","10","6.8","*"
"'10","'015","'03","'090","'0002","244","5","2","1.36"," "
"'10","'015","'03","'090","'0002","244","6","6","4.08"," "
"'10","'015","'03","'090","'0002","244","7","25","17","!"
"'10","'015","'03","'090","'0002","244","8","6","4.08"," "
"'10","'015","'03","'090","'0002","244","9","59","40.13","*"
"'10","'015","'03","'090","'0002","244","10","6","4.08"," "
"'10","'015","'03","'090","'0002","244","11","7","4.76","*"
"'10","'015","'03","'090","'0003","245","1","9","7.96"," "
"'10","'015","'03","'090","'0003","245","2","2","1.76","-"
"'10","'015","'03","'090","'0003","245","3","61","53.98"," "
"'10","'015","'03","'090","'0003","245","4","14","12.38","*"
"'10","'015","'03","'090","'0003","245","5","0","0"," "
"'10","'015","'03","'090","'0003","245","6","8","7.07"," "
"'10","'015","'03","'090","'0003","245","7","4","3.53","!"
"'10","'015","'03","'090","'0003","245","8","0","0"," "
"'10","'015","'03","'090","'0003","245","9","4","3.53","*"
"'10","'015","'03","'090","'0003","245","10","2","1.76"," "
"'10","'015","'03","'090","'0003","245","11","9","7.96","*"
"'10","'015","'03","'090","'0004","246","1","13","12.87"," "
"'10","'015","'03","'090","'0004","246","2","4","3.96","-"
"'10","'015","'03","'090","'0004","246","3","7","6.93"," "
"'10","'015","'03","'090","'0004","246","4","14","13.86","*"
"'10","'015","'03","'090","'0004","246","5","0","0"," "
"'10","'015","'03","'090","'0004","246","6","4","3.96"," "
"'10","'015","'03","'090","'0004","246","7","21","20.79","!"
"'10","'015","'03","'090","'0004","246","8","2","1.98"," "
"'10","'015","'03","'090","'0004","246","9","20","19.8","*"
"'10","'015","'03","'090","'0004","246","10","1","0.99"," "
"'10","'015","'03","'090","'0004","246","11","15","14.85","*"
"'10","'015","'03","'090","'0005","247","1","21","15.67"," "
"'10","'015","'03","'090","'0005","247","2","16","11.94","-"
"'10","'015","'03","'090","'0005","247","3","5","3.73"," "
"'10","'015","'03","'090","'0005","247","4","14","10.44","*"
"'10","'015","'03","'090","'0005","247","5","7","5.22"," "
"'10","'015","'03","'090","'0005","247","6","4","2.98"," "
"'10","'015","'03","'090","'0005","247","7","15","11.19","!"
"'10","'015","'03","'090","'0005","247","8","1","0.74"," "
"'10","'015","'03","'090","'0005","247","9","33","24.62","*"
"'10","'015","'03","'090","'0005","247","10","2","1.49"," "
"'10","'015","'03","'090","'0005","247","11","16","11.94","*"
"'10","'015","'03","'090","'0006","248","1","19","5.81"," "
"'10","'015","'03","'090","'0006","248","2","55","16.81","-"
"'10","'015","'03","'090","'0006","248","3","12","3.66"," "
"'10","'015","'03","'090","'0006","248","4","44","13.45","*"
"'10","'015","'03","'090","'0006","248","5","12","3.66"," "
"'10","'015","'03","'090","'0006","248","6","11","3.36"," "
"'10","'015","'03","'090","'0006","248","7","49","14.98","!"
"'10","'015","'03","'090","'0006","248","8","24","7.33"," "
"'10","'015","'03","'090","'0006","248","9","82","25.07","*"
"'10","'015","'03","'090","'0006","248","10","3","0.91"," "
"'10","'015","'03","'090","'0006","248","11","16","4.89","*"
"'10","'015","'03","'090","'0007","249","1","13","3.09"," "
"'10","'015","'03","'090","'0007","249","2","22","5.23","-"
"'10","'015","'03","'090","'0007","249","3","8","1.9"," "
"'10","'015","'03","'090","'0007","249","4","135","32.14","*"
"'10","'015","'03","'090","'0007","249","5","2","0.47"," "
"'10","'015","'03","'090","'0007","249","6","4","0.95"," "
"'10","'015","'03","'090","'0007","249","7","35","8.33","!"
"'10","'015","'03","'090","'0007","249","8","0","0"," "
"'10","'015","'03","'090","'0007","249","9","27","6.42","*"
"'10","'015","'03","'090","'0007","249","10","3","0.71"," "
"'10","'015","'03","'090","'0007","249","11","171","40.71","*"
"'10","'015","'03","'090","'0008","250","1","45","30.2"," "
"'10","'015","'03","'090","'0008","250","2","70","46.97","-"
"'10","'015","'03","'090","'0008","250","3","23","15.43"," "
"'10","'015","'03","'090","'0008","250","4","4","2.68","*"
"'10","'015","'03","'090","'0008","250","5","1","0.67"," "
"'10","'015","'03","'090","'0008","250","6","2","1.34"," "
"'10","'015","'03","'090","'0008","250","7","1","0.67","!"
