"'10","'004","'12","'000","'0000","1","黃比德","'1","'1","'0600413","43","臺灣省","高中","N"," "," "
"'10","'004","'12","'000","'0000","2","柔夏‧布待Rosya.Butay","'999","'1","'0470616","56","臺灣省","其他","N"," "," "
"'10","'004","'12","'000","'0000","3","雲翔","'999","'1","'0530707","50","臺灣省","專科","N"," "," "
"'10","'004","'12","'000","'0000","4","范坤松","'1","'1","'0340507","69","臺灣省","高中","N","*"," "
"'10","'004","'13","'000","'0000","1","趙一先Obay a Awi’","'1","'1","'0540905","49","臺灣省","碩士","Y","*"," "
"'10","'004","'13","'000","'0000","2","張定中","'999","'1","'0520625","51","臺灣省","其他","N"," "," "
"'10","'004","'13","'000","'0000","3","凱撒巴燕","'16","'1","'0500611","53","臺灣省","其他","N"," "," "
"'10","'005","'08","'000","'0000","1","林國雄","'999","'1","'0460523","57","臺灣省","大學","N"," "," "
"'10","'005","'08","'000","'0000","2","黃月娥","'1","'2","'0460708","57","臺灣省","高中","Y","*"," "
"'10","'008","'07","'000","'0000","1","史清水","'1","'1","'0390517","64","臺灣省","大學","Y","*"," "
"'10","'008","'08","'000","'0000","1","廖文賢","'999","'1","'0361125","67","臺灣省","專科","N","*"," "
"'10","'008","'08","'000","'0000","2","陳國雄","'1","'1","'0490203","54","臺灣省","專科","Y"," "," "
"'10","'010","'07","'000","'0000","1","楊貴榮","'1","'1","'0361125","67","臺灣省","碩士","N"," "," "
"'10","'010","'07","'000","'0000","2","汪啟聖","'999","'1","'0471016","56","臺灣省","其他","N"," "," "
"'10","'010","'07","'000","'0000","3","石信忠","'999","'1","'0421128","61","臺灣省","專科","N","*"," "
"'10","'010","'07","'000","'0000","4","湯保富","'999","'1","'0300604","73","臺灣省","高中","N"," "," "
"'10","'013","'09","'000","'0000","1","歸曉惠","'999","'2","'0600219","43","臺灣省","高中","N","*"," "
"'10","'013","'09","'000","'0000","2","柯富國","'1","'1","'0490226","54","臺灣省","專科","Y"," "," "
"'10","'013","'10","'000","'0000","1","陸月嬌","'999","'2","'0470114","56","臺灣省","高中","N","*"," "
"'10","'013","'10","'000","'0000","2","陳生明","'1","'1","'0400317","63","臺灣省","大學","N"," "," "
"'10","'013","'11","'000","'0000","1","潘政治","'1","'1","'0440415","59","臺灣省","高中","Y","*"," "
"'10","'013","'11","'000","'0000","2","何長成","'999","'1","'0520917","51","臺灣省","專科","N"," "," "
"'10","'013","'12","'000","'0000","1","簡寶玉","'1","'2","'0411209","61","臺灣省","大學","N"," "," "
"'10","'013","'12","'000","'0000","2","李宜潔 djupelang Qrudu","'999","'2","'0480314","55","臺灣省","專科","N"," "," "
"'10","'013","'12","'000","'0000","3","潘正義","'999","'1","'0420103","61","臺灣省","專科","N","*"," "
"'10","'013","'13","'000","'0000","1","林輝雄","'999","'1","'0370610","66","臺灣省","大學","Y"," "," "
"'10","'013","'13","'000","'0000","2","陳昭忠","'1","'1","'0460103","57","臺灣省","專科","N","*"," "
"'10","'013","'14","'000","'0000","1","李冀香","'1","'2","'0531005","50","臺灣省","專科","Y","*"," "
"'10","'013","'14","'000","'0000","2","陳秋香","'999","'2","'0551005","48","臺灣省","大學","N"," "," "
"'10","'013","'15","'000","'0000","1","許天賜","'1","'1","'0430110","60","臺灣省","大學","Y","*"," "
"'10","'013","'16","'000","'0000","1","顏金成","'1","'1","'0450507","58","臺灣省","大學","N","*"," "
"'10","'013","'16","'000","'0000","2","宋克強","'999","'1","'0590603","44","臺灣省","專科","N"," "," "
"'10","'002","'12","'000","'0000","1","李玉蕙","'1","'2","'0500513","53","臺灣省","碩士","N"," "," "
"'10","'002","'12","'000","'0000","2","陳傑麟","'90","'1","'0541108","49","臺灣省","碩士","N","*"," "
"'10","'002","'13","'000","'0000","1","松王淑珍","'1","'2","'0540421","49","臺灣省","高中","N"," "," "
"'10","'002","'13","'000","'0000","2","陳孝仁","'1","'1","'0411201","61","臺灣省","大學","Y","*"," "
"'10","'002","'13","'000","'0000","3","江明順","'1","'1","'0420807","61","臺灣省","其他","N"," "," "
"'10","'015","'08","'000","'0000","1","許淑銀Otiam  Cirig","'1","'2","'0521102","51","臺灣省","專科","N","*"," "
"'10","'015","'08","'000","'0000","2","田韻馨","'999","'2","'0650316","38","臺灣省","其他","N"," "," "
"'10","'015","'08","'000","'0000","3","張文成","'999","'1","'0450701","58","臺灣省","專科","N"," "," "
"'10","'015","'09","'000","'0000","1","吳香蘭Hisa‧Sakay","'1","'2","'0381220","64","臺灣省","專科","N"," "," "
"'10","'015","'09","'000","'0000","2","陳長明","'1","'1","'0441202","58","臺灣省","專科","Y","*"," "
"'10","'015","'10","'000","'0000","1","余秀珠","'1","'2","'0371125","66","臺灣省","專科","N"," "," "
"'10","'015","'10","'000","'0000","2","蘇正清","'1","'1","'0441203","58","臺灣省","高中","N"," "," "
"'10","'015","'10","'000","'0000","3","蘇忠亮","'1","'1","'0450621","58","臺灣省","專科","N","*"," "
"'10","'015","'10","'000","'0000","4","陳鶴章Salizan  Binkinuan","'1","'1","'0401004","63","臺灣省","大學","N"," "," "
"'10","'014","'11","'000","'0000","1","胡秋金","'1","'1","'0470825","56","臺灣省","高中","Y","*"," "
"'10","'014","'11","'000","'0000","2","伊藍‧明基努安","'234","'1","'0590802","44","臺灣省","高中","N"," "," "
"'10","'014","'12","'000","'0000","1","余明志 taium ispalidaz","'1","'1","'0441215","58","臺灣省","專科","N"," "," "
"'10","'014","'12","'000","'0000","2","余秀芳","'1","'2","'0560208","47","臺灣省","大學","Y"," "," "
"'10","'014","'12","'000","'0000","3","張順成","'999","'1","'0450409","58","臺灣省","專科","N","*"," "
"'10","'014","'13","'000","'0000","1","章正輝 Lemaljiz‧Kusaza","'1","'1","'0520904","51","臺灣省","大學","N","*"," "
"'10","'014","'14","'000","'0000","1","蔡玉玲","'999","'2","'0581020","45","臺灣省","高中","N","*"," "
"'10","'014","'14","'000","'0000","2","朱連濟","'1","'2","'0521203","50","臺灣省","專科","Y"," "," "
"'10","'014","'15","'000","'0000","1","曾加油","'1","'1","'0460120","57","臺灣省","其他","N"," "," "
"'10","'014","'15","'000","'0000","2","林杉樹","'999","'1","'0431008","60","臺灣省","碩士","N"," "," "
"'10","'014","'15","'000","'0000","3","夏曼‧瑪德能","'1","'1","'0460314","57","臺灣省","大學","Y"," "," "
"'10","'014","'15","'000","'0000","4","黃天德","'999","'1","'0551005","48","臺灣省","高中","N","*"," "
