"1","中國國民黨"
"15","勞動黨"
"16","民主進步黨"
"42","農民黨"
"73","公民黨"
"74","新黨"
"79","綠黨"
"90","親民黨"
"95","台灣團結聯盟"
"98","中華民族致公黨"
"106","無黨團結聯盟"
"113","中華統一促進黨"
"114","中國民主進步黨"
"151","中華婦女黨"
"166","全民生活政策黨"
"188","正黨"
"196","教科文預算保障e聯盟"
"198","新華勞動黨"
"199","人民民主黨"
"201","正義聯盟"
"219","台灣進步黨"
"224","台灣整復師聯盟工黨"
"234","台灣第一民族黨"
"236","新生黨"
"249","中華文化民主黨"
"250","中國國家社會主義勞工黨"
"254","中華民國國政監督聯盟"
"257","天宙和平統一家庭黨"
"258","軍公教聯盟黨"
"259","樹黨"
"264","經濟黨"
"267","時代力量"
"268","民國黨"
"269","社會民主黨"
"272","自由台灣黨"
"275","新政世紀黨"
"278","臺灣前進黨"
"283","信心希望聯盟"
"290","皇君人民政黨"
"292","聾國黨"
"295","全國人民黨"
"302","金門高粱黨"
"303","基進黨"
"309","華裔和合黨"
"310","青年陽光黨"
"315","臺灣人民共產黨"
"321","台灣學習黨"
"324","世界大同黨"
"331","愛心黨"
"333","舊臺灣"
"338","左翼聯盟"
"999","無黨籍及未經政黨推薦"
