"63","000","00","000","0000","臺北市"
"63","000","00","120","0000","北投區"
"63","000","00","120","0001","建民里"
"63","000","00","120","0002","文林里"
"63","000","00","120","0003","石牌里"
"63","000","00","120","0004","福興里"
"63","000","00","120","0005","榮光里"
"63","000","00","120","0006","榮華里"
"63","000","00","120","0007","裕民里"
"63","000","00","120","0008","振華里"
"63","000","00","120","0009","永和里"
"63","000","00","120","0010","永欣里"
"63","000","00","120","0011","永明里"
"63","000","00","120","0012","東華里"
"63","000","00","120","0013","吉利里"
"63","000","00","120","0014","吉慶里"
"63","000","00","120","0015","尊賢里"
"63","000","00","120","0016","立賢里"
"63","000","00","120","0017","立農里"
"63","000","00","120","0018","八仙里"
"63","000","00","120","0019","洲美里"
"63","000","00","120","0020","奇岩里"
"63","000","00","120","0021","清江里"
"63","000","00","120","0022","中央里"
"63","000","00","120","0023","長安里"
"63","000","00","120","0024","大同里"
"63","000","00","120","0025","溫泉里"
"63","000","00","120","0026","林泉里"
"63","000","00","120","0027","中心里"
"63","000","00","120","0028","中庸里"
"63","000","00","120","0029","開明里"
"63","000","00","120","0030","中和里"
"63","000","00","120","0031","智仁里"
"63","000","00","120","0032","秀山里"
"63","000","00","120","0033","文化里"
"63","000","00","120","0034","豐年里"
"63","000","00","120","0035","稻香里"
"63","000","00","120","0036","桃源里"
"63","000","00","120","0037","一德里"
"63","000","00","120","0038","關渡里"
"63","000","00","120","0039","泉源里"
"63","000","00","120","0040","湖山里"
"63","000","00","120","0041","大屯里"
"63","000","00","120","0042","湖田里"
"63","000","00","110","0000","士林區"
"63","000","00","110","0042","天母里"
"63","000","00","110","0033","三玉里"
"63","000","00","110","0036","天福里"
"63","000","00","110","0037","天祿里"
"63","000","00","110","0038","天壽里"
"63","000","00","110","0040","天山里"
"63","000","00","110","0039","天和里"
"63","000","00","110","0041","天玉里"
"63","000","00","110","0027","德行里"
"63","000","00","110","0028","德華里"
"63","000","00","110","0030","忠誠里"
