"'63","'000","'07","'120","'0001","1","9","0","9","13","0","2","1","2","0","1","0","0","69.23","50"
"'63","'000","'07","'120","'0001","2","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0001","3","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0002","4","6","0","6","7","0","2","1","2","0","1","0","0","85.71","50"
"'63","'000","'07","'120","'0002","5","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0002","6","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0003","7","8","1","9","18","0","2","1","2","0","1","0","0","50","50"
"'63","'000","'07","'120","'0003","8","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0003","9","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0004","10","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0004","11","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0004","12","14","0","14","23","0","2","1","2","0","1","0","0","60.87","50"
"'63","'000","'07","'120","'0004","13","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0005","14","9","0","9","18","0","2","1","2","0","1","0","0","50","50"
"'63","'000","'07","'120","'0005","15","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0005","16","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0005","17","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0006","18","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0006","19","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0006","20","7","0","7","9","0","2","1","2","0","1","0","0","77.78","50"
"'63","'000","'07","'120","'0006","21","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0007","22","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0007","23","10","0","10","19","0","2","1","2","0","1","0","0","52.63","50"
"'63","'000","'07","'120","'0007","24","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0007","25","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0008","26","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
"'63","'000","'07","'120","'0008","27","0","0","0","0","0","2","1","2","0","1","0","0","0","50"
