"'10","'004","'01","'010","'0002","1","786","27","813","1342","0","2","1","1","1","1","0","0","60.58","50"
"'10","'004","'01","'010","'0002","2","741","36","777","1469","0","2","1","1","1","1","0","0","52.89","50"
"'10","'004","'01","'010","'0002","3","738","25","763","1197","0","2","1","1","1","1","0","0","63.74","50"
"'10","'004","'01","'010","'0002","4","884","33","917","1365","0","2","1","1","1","1","0","0","67.18","50"
"'10","'004","'01","'010","'0002","5","787","22","809","1524","0","2","1","1","1","1","0","0","53.08","50"
"'10","'004","'01","'010","'0003","6","591","33","624","1253","0","2","1","1","1","1","0","0","49.8","50"
"'10","'004","'01","'010","'0003","7","579","26","605","1075","0","2","1","1","1","1","0","0","56.28","50"
"'10","'004","'01","'010","'0003","8","587","43","630","1328","0","2","1","1","1","1","0","0","47.44","50"
"'10","'004","'01","'010","'0003","9","721","44","765","1352","0","2","1","1","1","1","0","0","56.58","50"
"'10","'004","'01","'010","'0003","10","573","40","613","1199","0","2","1","1","1","1","0","0","51.13","50"
"'10","'004","'01","'010","'0003","11","624","31","655","1323","0","2","1","1","1","1","0","0","49.51","50"
"'10","'004","'01","'010","'0004","12","722","43","765","1254","0","2","1","1","1","1","0","0","61","50"
"'10","'004","'01","'010","'0004","13","665","32","697","1232","0","2","1","1","1","1","0","0","56.57","50"
"'10","'004","'01","'010","'0004","14","615","31","646","1253","0","2","1","1","1","1","0","0","51.56","50"
"'10","'004","'01","'010","'0004","15","668","16","684","1149","0","2","1","1","1","1","0","0","59.53","50"
"'10","'004","'01","'010","'0005","16","588","19","607","934","0","2","1","1","1","1","0","0","64.99","50"
"'10","'004","'01","'010","'0005","17","609","15","624","930","0","2","1","1","1","1","0","0","67.1","50"
"'10","'004","'01","'010","'0006","18","902","18","920","1449","0","2","1","1","1","1","0","0","63.49","50"
"'10","'004","'01","'010","'0006","19","1104","35","1139","1568","0","2","1","1","1","1","0","0","72.64","50"
"'10","'004","'01","'010","'0027","20","646","17","663","1117","0","2","1","1","1","1","0","0","59.36","50"
"'10","'004","'01","'010","'0027","21","744","20","764","1269","0","2","1","1","1","1","0","0","60.2","50"
"'10","'004","'01","'010","'0027","22","732","30","762","1269","0","2","1","1","1","1","0","0","60.05","50"
"'10","'004","'01","'010","'0028","23","477","10","487","752","0","2","1","1","1","1","0","0","64.76","50"
"'10","'004","'01","'010","'0021","24","616","26","642","1138","0","2","1","1","1","1","0","0","56.41","50"
"'10","'004","'01","'010","'0021","25","655","29","684","1086","0","2","1","1","1","1","0","0","62.98","50"
"'10","'004","'01","'010","'0021","26","647","32","679","1185","0","2","1","1","1","1","0","0","57.3","50"
"'10","'004","'01","'010","'0021","27","618","27","645","1182","0","2","1","1","1","1","0","0","54.57","50"
"'10","'004","'01","'010","'0021","28","536","17","553","1132","0","2","1","1","1","1","0","0","48.85","50"
"'10","'004","'01","'010","'0029","29","616","15","631","1047","0","2","1","1","1","1","0","0","60.27","50"
"'10","'004","'01","'010","'0029","30","594","15","609","969","0","2","1","1","1","1","0","0","62.85","50"
"'10","'004","'01","'010","'0029","31","573","22","595","976","0","2","1","1","1","1","0","0","60.96","50"
"'10","'004","'01","'010","'0030","32","610","15","625","954","0","2","1","1","1","1","0","0","65.51","50"
"'10","'004","'01","'010","'0030","33","603","15","618","910","0","2","1","1","1","1","0","0","67.91","50"
"'10","'004","'01","'010","'0030","34","574","24","598","1043","0","2","1","1","1","1","0","0","57.33","50"
"'10","'004","'01","'010","'0001","35","793","32","825","1566","0","2","1","1","1","1","0","0","52.68","50"
"'10","'004","'01","'010","'0001","36","717","22","739","1257","0","2","1","1","1","1","0","0","58.79","50"
"'10","'004","'01","'010","'0001","37","662","22","684","1157","0","2","1","1","1","1","0","0","59.12","50"
"'10","'004","'01","'010","'0001","38","628","19","647","1233","0","2","1","1","1","1","0","0","52.47","50"
"'10","'004","'01","'010","'0001","39","658","27","685","1164","0","2","1","1","1","1","0","0","58.85","50"
"'10","'004","'01","'010","'0001","40","790","26","816","1390","0","2","1","1","1","1","0","0","58.71","50"
"'10","'004","'01","'010","'0001","41","801","29","830","1279","0","2","1","1","1","1","0","0","64.89","50"
"'10","'004","'01","'010","'0024","42","604","37","641","1115","0","2","1","1","1","1","0","0","57.49","50"
"'10","'004","'01","'010","'0024","43","742","23","765","1174","0","2","1","1","1","1","0","0","65.16","50"
"'10","'004","'01","'010","'0024","44","748","17","765","1142","0","2","1","1","1","1","0","0","66.99","50"
"'10","'004","'01","'010","'0025","45","717","31","748","1406","0","2","1","1","1","1","0","0","53.2","50"
"'10","'004","'01","'010","'0025","46","866","22","888","1378","0","2","1","1","1","1","0","0","64.44","50"
"'10","'004","'01","'010","'0025","47","774","25","799","1246","0","2","1","1","1","1","0","0","64.13","50"
"'10","'004","'01","'010","'0025","48","804","30","834","1270","0","2","1","1","1","1","0","0","65.67","50"
"'10","'004","'01","'010","'0007","49","750","16","766","1312","0","2","1","1","1","1","0","0","58.38","50"
"'10","'004","'01","'010","'0007","50","710","23","733","1183","0","2","1","1","1","1","0","0","61.96","50"
"'10","'004","'01","'010","'0007","51","864","15","879","1370","0","2","1","1","1","1","0","0","64.16","50"
"'10","'004","'01","'010","'0007","52","699","29","728","1343","0","2","1","1","1","1","0","0","54.21","50"
"'10","'004","'01","'010","'0008","53","762","24","786","1355","0","2","1","1","1","1","0","0","58.01","50"
"'10","'004","'01","'010","'0008","54","833","32","865","1359","0","2","1","1","1","1","0","0","63.65","50"
"'10","'004","'01","'010","'0008","55","825","23","848","1331","0","2","1","1","1","1","0","0","63.71","50"
"'10","'004","'01","'010","'0008","56","686","16","702","1232","0","2","1","1","1","1","0","0","56.98","50"
"'10","'004","'01","'010","'0008","57","911","29","940","1488","0","2","1","1","1","1","0","0","63.17","50"
"'10","'004","'01","'010","'0008","58","889","19","908","1271","0","2","1","1","1","1","0","0","71.44","50"
"'10","'004","'01","'010","'0026","59","654","18","672","921","0","2","1","1","1","1","0","0","72.96","50"
"'10","'004","'01","'010","'0026","60","761","28","789","1092","0","2","1","1","1","1","0","0","72.25","50"
"'10","'004","'01","'010","'0026","61","682","23","705","1074","0","2","1","1","1","1","0","0","65.64","50"
"'10","'004","'01","'010","'0009","62","882","17","899","1501","0","2","1","1","1","1","0","0","59.89","50"
"'10","'004","'01","'010","'0009","63","636","13","649","1100","0","2","1","1","1","1","0","0","59","50"
"'10","'004","'01","'010","'0009","64","808","16","824","1211","0","2","1","1","1","1","0","0","68.04","50"
"'10","'004","'01","'010","'0009","65","660","12","672","1299","0","2","1","1","1","1","0","0","51.73","50"
"'10","'004","'01","'010","'0010","66","694","12","706","1112","0","2","1","1","1","1","0","0","63.49","50"
"'10","'004","'01","'010","'0010","67","831","20","851","1288","0","2","1","1","1","1","0","0","66.07","50"
"'10","'004","'01","'010","'0010","68","761","19","780","1256","0","2","1","1","1","1","0","0","62.1","50"
